original_index,image,problem,solution,schema,netlist
1281,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F1915E9A650>,"Hint: Please answer the question requiring a floating-point number with one decimal place and provide the final value, e.g., 1.2, 1.3, 1.4, at the end.
Question: For the common collector amplifier shown in <image>, the BJT has high \(\beta\), negligible \(V_{CE(\text{sat})}\), and \(V_{BE}=0.7 \mathrm{~V}\). The maximum undistorted peak-to-peak output voltage \(v_0\) (in Volts) is  ",9.4,"Q1 NPN NC NB NE NA; NC collector, NB base, NE emitter
VCC V Nvcc 0 12V
R1 R Nvcc NB 5kΩ
R2 R NB 0 10kΩ
RE R NE 0 1kΩ
C1 C Nvi NB 1μF
C2 C NE Nvo 1μF
Labels:
vi V Nvi 0
vo V Nvo 0","* circuit generated from schema
VCC Nvcc 0 DC 12
R1 Nvcc NB 5k
R2 NB 0 10k
RE NE 0 1k
C1 Nvi NB 1u
C2 NE Nvo 1u
Vin Nvi 0 DC 1
Vout Nvo 0 DC 0
Q1 Nvcc NB NE QNPN
.model QNPN NPN (IS=1e-14 BF=100 VAF=100 CJE=20p CJC=8p TF=600p TR=100n)
.end"
1282,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F1915E9A710>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: In the circuit shown in figure, when an external 220 V sinusoidal AC power supply is connected, lamps A, B, and C are all lit. When the power supply is changed to 220 V DC and the circuit reaches a steady state, the correct statement is 
Choices 
A. Lamp A becomes brighter  
B. Lamp B becomes brighter  
C. Lamp C becomes brighter  
D. Lamps A, B, and C are equally bright
",B,"A Lamp N1 N2 NA
R1 R N2 N0 R
B Lamp N1 N3 NA
L1 L N3 N0 L
C Lamp N1 N4 NA
C1 C N4 N0 C
Labels:
u V N1 N0","* circuit generated from schema
V1 N1 0 DC 1
RA N1 N2 100
R1 N2 0 1k
RB N1 N3 100
L1 N3 0 1m
RC N1 N4 100
C1 N4 0 1u
.end"
1283,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F1915E9A770>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: In the circuit shown in figure, the resistance range of the sliding rheostat is 0 to 10Ω. When the rheostat slider is at the far left, the potential at point \( A \) is (    )
Choices 
A. 18V  
B. 12V  
C. 6V  
D. 3V
",C,"V1 V N2 N1 12V
R1 R 0 N1 4Ω
R2 R N2 A 2Ω
V2 V A N3 6V
R3 RHEOSTAT 0 N3 NA","* circuit generated from schema
V1 N2 N1 DC 12
R1 0 N1 4
R2 N2 A 2
V2 A N3 DC 6
R3 0 N3 5
.end"
1284,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F1915E9A7D0>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: In the circuit shown in figure, \( R_3 = r \), \( R_1 = R_4 = 2r \), \( R_2 = 4r \). When switch \( S \) is open, the equivalent resistance between points \( A \) and \( B \) is 
Choices 
A. \( \frac{10}{9} r \)  
B. \( \frac{9}{5} r \)  
C. \( \frac{20}{9} r \)  
D. \( \frac{36}{5} r \)
",C,"R1 R A N1 NA
R4 R N1 B NA
R2 R A N2 NA
R3 R N2 B NA
S SW N2 N1 NA","* circuit generated from schema
V1 A 0 DC 1
R1 A N1 1k
R4 N1 B 1k
R2 A N2 1k
R3 N2 B 1k
S1 N2 N1 CTRL 0 SWMOD
VCTRL CTRL 0 DC 1
.model SWMOD sw vt=0.5 vh=0.1 ron=1 roff=1e9
.end"
1285,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F1915E9A890>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: In the DC circuit shown in the figure, in a steady state and ignoring the resistance of the inductive coil, when the external voltage is \( U \), which of the following is true?
Choices
A. \( U_2 = U \), \( U_3 = U \)  
B. \( U_2 = 0 \), \( U_3 = 0 \)  
C. \( U_2 = 0 \), \( U_3 = U \)  
D. \( U_2 = U \), \( U_3 = 0 \)
",D,"
A1 LAMP N1 N2
A2 LAMP N1 N3
A3 LAMP N1 N4
R R N2 N0 R
L L N3 N0 L
C C N4 N0 C
Labels:
U V N1 N0
U1 V N1 N2
U2 V N1 N3
U3 V N1 N4","* circuit generated from schema
VU N1 0 DC 1
RLA1 N1 N2 10
RLA2 N1 N3 10
RLA3 N1 N4 10
R1 N2 0 100
L1 N3 0 1m
C1 N4 0 1u
.end"
1286,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F1915E9AA10>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: In the circuit shown in figure, the current \( I \) is 
Choices 
A. 0  
B. 4 A  
C. 5 A  
D. \(-3\) A
",D,"V1 V N2 N1 10V
R1 R N2 N3 5Ω
V2 V N3 N1 6V
R2 R N3 N1 3Ω
I1 I N4 N3 5A; independent current source
R3 R N4 N1 3Ω
R4 R N3 N1 3Ω
Labels:
I I N2 N3","* circuit generated from schema
V1 N2 0 DC 10
R1 N2 N3 5
V2 N3 0 DC 6
R2 N3 0 3
I1 N4 N3 DC 5
R3 N4 0 3
R4 N3 0 3
.end"
1287,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F1915E9ACB0>,"Hint: Please answer the question requiring a floating-point number with one decimal place and provide the final value, e.g., 1.2, 1.3, 1.4, at the end.
Question: In the circuit shown in figure, it is known that \( u_{i1} = 2V \), \( u_{i2} = -2V \). The output voltage \( u_o \) is ( )V.
",-8,"A1 AMP Nn1 Np1 No1 NA; Nn1 inverting input, Np1 non-inverting input
A2 AMP Nn2 Np2 No2 NA; Nn2 inverting input, Np2 non-inverting input
R3 R Nn1 0 R
R4 R Nn1 No1 R
R1 R Nui1 Np1 NA
R5 R No1 Nn2 R
R6 R Nn2 No2 R
R2 R Nui2 Np2 NA
Labels:
ui1 V Nui1 0
ui2 V Nui2 0
uo1 V No1 0
uo V No2 0","* circuit generated from schema
Vui1 Nui1 0 DC 1
Vui2 Nui2 0 DC 1
E1 No1 0 Np1 Nn1 1e6
E2 No2 0 Np2 Nn2 1e6
R3 Nn1 0 10k
R4 Nn1 No1 10k
R1 Nui1 Np1 10k
R5 No1 Nn2 10k
R6 Nn2 No2 10k
R2 Nui2 Np2 10k
.end"
1288,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F1915E9AD70>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: The forward resistance of the diode shown in <image> is \(5 \Omega\) and the remaining parameters are the same as those of an ideal diode. The DC component of the source current is

Choices  
(A) \(\frac{V_m}{50 \pi}\)  
(B) \(\frac{V_m}{50 \pi \sqrt{2}}\)  
(C) \(\frac{V_m}{100 \pi \sqrt{2}}\)  
(D) \(\frac{2 V_m}{50 \pi \sqrt{2}}\)
",A,"V1 V N1 N3 Vm*sin(314t)
D1 D N1 N2 NA
R1 R N2 N3 45Ω","* circuit generated from schema
.param Vm=10 freq=314/(2*pi)
V1 N1 0 SIN(0 {Vm} {freq})
D1 N1 N2 NA
R1 N2 0 45
.model NA D(Is=1e-14 N=1)
.end"
1289,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F1915E9AFB0>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: In the amplifier circuit shown in figure, assuming the capacitances \( C_1 \), \( C_2 \), and \( C_s \) are large enough to be considered short circuits for AC signals, and \( R'_L = R_L \parallel R_D \), the expression for the input resistance \( R_i \) is ( ).
Choices:
A. \( R_{G1} \)
B. \( R_{G2} \)
C. \( R_{G1} \parallel R_{G2} \)
D. \( R_{G1} + R_{G2} \)
",C,"T NMOS ND NG NS
RG1 R Nvdd NG NA
RG2 R NG 0 NA
RD R Nvdd ND NA
RS R NS 0 NA
RL R No 0 NA
C1 C Nui NG NA
C2 C ND No NA
CS C NS 0 NA
Labels:
VDD V Nvdd 0
Ui V Nui 0
Uo V No 0","* circuit generated from schema
VDD Nvdd 0 DC 12
VUI Nui 0 DC 0
M1 ND NG NS NS NMOS L=1u W=10u
RG1 Nvdd NG 1Meg
RG2 NG 0 1Meg
RD Nvdd ND 10k
RS NS 0 1k
RL No 0 10k
C1 Nui NG 1u
C2 ND No 1u
CS NS 0 100u
.model NMOS nmos level=1 VTO=1 KP=50e-6 LAMBDA=0.02
.end"
1290,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F1915E9B010>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: A general filter circuit is shown in <image>.
If \( R_1 = R_2 = R_A \) and \( R_3 = R_4 = R_B \), the circuit acts as a
Choices:
A. all pass filter
B. band pass filter
C. high pass filter
D. low pass filter
",C,"A1 AMP Nn Np No; Nn inverting input, Np non-inverting input
R1 R Ni Nn NA
R3 R Ni Np NA
R4 R Np 0 NA
R2 R Nn No NA
C C Nn No C
Labels:
vi V Ni 0
vo V No 0","* circuit generated from schema
V1 Ni 0 DC 1
E1 No 0 Np Nn 1e6
R1 Ni Nn 10k
R3 Ni Np 10k
R4 Np 0 10k
R2 Nn No 100k
C1 Nn No 1n
.end"
1291,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F1915E9B610>,"Hint: Please answer the question requiring a floating-point number with two decimal place and provide the final value, e.g., 1.23, 1.34, 1.45, at the end. 
Question: Calculate the current through the zener diode for the given values of input (source) voltage in this circuit, as shown in the figure. Given \( V_\text{source} = 20 \, V \), the zener current \( I_\text{zener} \) is ______mA.",30.85,"Vsource V N1 0 NA
Rseries R N1 N2 470Ω
D1 D 0 N2 NA; zener diode
Rload R N2 0 6kΩ
Labels:
Vz=15V V N2 0","* circuit generated from schema
Vsource N1 0 DC 20
Rseries N1 N2 470
D1 0 N2 DZENER
Rload N2 0 6k
.model DZENER D(IS=1e-12 N=1.2 RS=0.5 BV=15 IBV=1m)
.end"
1293,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F1915E9B850>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: In the following a stable multivibrator circuit shown in <image>, which properties of \( v_0(t) \) depend on \( R_2 \)?

Choices:
A. Only the frequency  
B. Only the amplitude  
C. Both the amplitude and the frequency  
D. Neither the amplitude nor the frequency
",A,"A1 AMP Nn Np No; Nn inverting input, Np non-inverting input
R1 R Nn No NA
C C Nn N1 NA
R2 R N1 0 NA
R3 R Np No NA
R4 R Np 0 NA
Labels:
v_o(t) V No 0","* circuit generated from schema
E1 No 0 Np Nn 1e6
R1 Nn No 10k
C1 Nn N1 10n
R2 N1 0 10k
R3 Np No 10k
R4 Np 0 10k
V1 vdd 0 DC 1
.end"
1294,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F1915E9BAF0>,"Hint: Please answer the question requiring an integer and the final value, e.g., 1, 2, 3, at the end.  
Question: The output voltage of a cuk converter circuit is a function of the input voltage and the duty cycle of the switching signal, represented by the variable D (ranging in value from 0% to 100%), where \( D = \frac{t_{on}}{t_{on} + t_{off}} \). Based on this mathematical relationship, calculate the output voltage of this converter circuit at a duty cycle D=100% , assuming an input voltage of 40 volts. The output voltage is ______V.",0.0,"V1 V N1 N0 Vin
L1 L N1 N2 NA;  core-type inductor
C1 C N2 N3 NA
L2 L N3 N4 NA; core-type inductor
S1 S N0 N2 NA
D1 D N3 N0 NA
C2 C N4 N0 NA
Labels:
Vout V N4 N0; Vout=D*Vin/(1-D)
Cu_converter_circuit TEXT","* circuit generated from schema
V1 N1 0 DC 12
L1 N1 N2 100u
C1 N2 N3 10u
L2 N3 N4 100u
S1 0 N2 NGATE 0 SWMOD
D1 N3 0 Dmod
C2 N4 0 47u
Vgate NGATE 0 PULSE(0 5 0 10n 10n 5u 10u)
.model SWMOD SW(Ron=0.01 Roff=1e9 Vt=2 Vh=0.1)
.model Dmod D(Is=1e-9 N=1 Rs=0.1 Cjo=50p M=0.5 Eg=1.11)
.end"
1296,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F1915E9BBB0>,"Hint: Please answer the question requiring a floating-point number with one decimal place and provide the final value, e.g., 1.2, 1.3, 1.4, at the end.
Question: The fully controlled thyristor converter in the figure is fed from a single-phase source. When the firing angle is \(0^\circ\), the DC output voltage of the converter is 300 V. What will be the output voltage for a firing angle of \(60^\circ\), assuming continuous conduction? ( )V  

",150,"SCR1 SCR N4 N1 NA
SCR2 SCR N5 N1 NA
SCR3 SCR N3 N4 NA
SCR4 SCR N3 N5 NA
L1 L N1 N2 NA
R1 R N2 N3 NA
Labels:
Vdc V N2 N3; voltage across R1","* circuit generated from schema
V1 N4 N5 DC 1
Vg N3 0 DC 0
D1 N4 N1 Dmod
D2 N5 N1 Dmod
D3 N3 N4 Dmod
D4 N3 N5 Dmod
L1 N1 N2 1mH
R1 N2 N3 10
.model Dmod D (IS=1e-14 N=1 RS=0.1 CJO=1e-12 TT=1e-7)
.end"
1297,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F1915E9BC10>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: In the circuit shown in figure, given \( E = 20 \, V \), \( R_1 = 2 \, \Omega \), \( R_2 = 8 \, \Omega \), and \( R_3 = 16 \, \Omega \), the current through resistor \( R_1 \) after the circuit stabilizes is 
Choices 
A. 0  
B. 10 A  
C. 2 A  
D. 7.3 A
",C,"E V N1 N3 NA
R1 R N1 N2 NA
C C N2 N4 C
R3 R N4 N3 NA
R2 R N2 N3 NA","* circuit generated from schema
V1 N1 0 DC 1
R1 N1 N2 1k
C1 N2 N4 1uF
R3 N4 0 1k
R2 N2 0 1k
.end"
1299,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F1915E9BCD0>,"Hint: Please answer the question requiring a floating-point number with one decimal place and provide the final value, e.g., 1.2, 1.3, 1.4, at the end.
Question: The figure below shows the circuit diagram of a controlled rectifier supplied from a 230 V, 50 Hz, 1-phase voltage source and a 10:1 ideal transformer. Assume that all devices are ideal. The firing angles of the thyristors \( T_1 \) and \( T_2 \) are \( 90^\circ \) and \( 270^\circ \), respectively.
The RMS value of the current through diode \( D_3 \) in amperes is ___A.",0,"V1 V N1 N2 230V_50Hz
Lp L N1 N2 NA; primary winding
Ls L N3 N4 NA; secondary winding
T1 SCR N3 N5 NA
T2 SCR N4 N5 NA
D1 D N6 N3 NA
D2 D N6 N4 NA
D3 D N6 N5 NA
R R N5 N6 R
Labels:
i_D3 I N6 N5; current through D3
10:1 TURNS_RATIO","* circuit generated from schema
V1 N1 0 SIN(0 325 50)
Lp N1 0 10H
Ls N3 N4 0.1H
K1 Lp Ls 0.999
D_T1 N3 N5 DSCR
D_T2 N4 N5 DSCR
D1 N6 N3 DGEN
D2 N6 N4 DGEN
D3 N6 N5 DGEN
Rload N5 N6 100
.model DGEN D (IS=1e-9 N=1 RS=0.1 CJO=1e-12 TT=1e-6)
.model DSCR D (IS=1e-9 N=1 RS=0.05 CJO=2e-12 TT=2e-6)
.end"
1300,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F1915E9BF10>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: In the voltage regulator circuit shown in the figure, the op-amp is ideal. The BJT has \( V_{BE} = 0.7 \text{ V} \) and \( \beta = 100 \), and the zener voltage is 4.7 V. For a regulated output of 9 V, the value of \( R \) (in \(\Omega\)) is

Choices  
A. 1093  
B. 914  
C. 566  
D. 1320
",A,"A1 AMP Np Nn No NA; Nn inverting input, np non-inverting input
Q1 NPN NC NB NE; No=NB(A1 output into Q1 base)
R1 R NC Np 1kΩ
Dz1 D 0 Np NA; zener diode
R2 R Nn NE 1kΩ
R3 R Nn 0 R
Labels:
VI=12V V NC 0
Vo=9V V NE 0
Vz=4.7V V 0 Np","* circuit generated from schema
V1 NC 0 DC 12
V2 NE 0 DC 9
V3 0 Np DC 4.7
E1 No 0 Np R 1e6
Q1 NC No NE NPNMOD
R1 NC Np 1k
R2 NE R 1k
R3 R 0 5k
D1 0 Np DZEN
.model NPNMOD NPN(BF=100 VAF=100 IS=1e-14)
.model DZEN D(BV=4.7 IBV=1m IS=1e-14 N=1 RS=1)
.end"
1301,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F1915CF4040>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: In the given circuit, the diodes are ideal. The current \( I \) through the diode \( D_1 \) in milliamperes is _____ (rounded off to two decimal places).

Choices
A. 1.12
B. 2.25
C. 1.67
D. 2.92
",C,"R1 R N1 N2 1kΩ
R2 R N2 0 1kΩ
D2 D N2 N3 NA
R3 R N3 N4 1kΩ
D1 D N5 N4 NA
R4 R N4 0 1kΩ
Labels:
+10V V N1 0
+3V V N5 0
I I N5 N4","* circuit generated from schema
R1 N1 N2 1k
R2 N2 0 1k
D2 N2 N3 NA
R3 N3 N4 1k
D1 N5 N4 NA
R4 N4 0 1k
V1 N1 0 DC 10
V2 N5 0 DC 3
.model NA D(Is=1e-14 N=1 Rs=0.1 Cjo=1p M=0.5)
.end"
1302,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F1915CF4070>,"Hint: Please answer the question requiring a floating-point number with one decimal place and provide the final value, e.g., 1.2, 1.3, 1.4, at the end.
Question: In the circuit shown in figure, \( R_1 = R_2 = 10k\Omega \), \( R_F = 100k\Omega \), input voltages \( u_{I1} = u_{I2} = 0.5V \). Calculate the output voltage \( u_O \).
",0.5,"A1 AMP Nn Np No NA; Nn inverting input, Np non-inverting input
R1 R NuI1 Nn NA
R2 R NuI2 Np NA
RF R Nn No NA
Labels:
i1 I NuI1 Nn
if I Nn No
uI1 V NuI1 0
uI2 V NuI2 0
u- V Nn 0
u+ V Np 0
uo V No 0","* circuit generated from schema
V1 NuI1 0 DC 1
V2 NuI2 0 DC 0
R1 NuI1 Nn 10k
R2 NuI2 Np 10k
RF Nn No 100k
E1 No 0 Np Nn 1e6
.end"
1303,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F1915CF40D0>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: The equivalent circuit of the circuit shown in figure is
Choices 
A. A current source with current \( I_S \)  
B. A current source with current \( I_S + _x000C_rac{U_S}{R} \)  
C. A voltage source with voltage \( U_S \)  
D. A voltage source with voltage \( U_S + I_S R \)
",C,"IS I N0 N2 NA
R R N2 N1 R
US V N1 N0 NA","* circuit generated from schema
I1 0 N2 DC 1mA
R1 N2 N1 1k
V1 N1 0 DC 1
.end"
1305,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F1915CF4190>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: In the circuit shown in figure, the parameters of the two-terminal network equivalent circuit are 
Choices 
A. 12 V, 7 Ω  
B. 6 V, 7 Ω  
C. 6 V, 8 Ω  
D. 12 V, 8 Ω
",B,"V1 V N1 N0 12V
R1 R N1 N2 2Ω
R2 R N2 N3 6Ω
R3 R N2 N0 2Ω
Labels:
U V N3 N0","* circuit generated from schema
V1 N1 0 DC 12
R1 N1 N2 2
R2 N2 N3 6
R3 N2 0 2
.end"
1306,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F1915CF42B0>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: In the circuit shown in <image>, \( Q_1 \) has negligible collector-to-emitter saturation voltage, and the diode drops negligible voltage across it under forward bias. If \( V_{cc} \) is \( +5 \text{ V} \), \( X \) and \( Y \) are digital signals with 0 V as logic 0 and \( V_{cc} \) as logic 1, then the Boolean expression for \( Z \) is 

Choices:
A. \( XY \)
B. \( \bar{X} Y \)
C. \( X \bar{Y} \)
D. \( \overline{XY} \)
",B,"Q1 NPN Z NB NE NA; Z collector, NB base, NE emitter, NE grounded
R1 R NVcc Z NA
R2 R X NB NA
Diode D Z Y NA
Labels:
Vcc V NVcc 0","* circuit generated from schema
V1 NVcc 0 DC 12
R1 NVcc Z 10k
R2 X NB 10k
Q1 Z NB 0 MODNPN
D1 Z Y DIODEM

.model MODNPN NPN BF=50 VAF=50 IS=1e-12 RB=100 CJC=.5PF TF=.6NS
.model DIODEM D IS=1e-14 N=1
.end"
1307,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F1915CF4310>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.  
Question: The current \( I \) in the circuit shown is  
**Choices:**  
A. \(-j 1 \, \text{A}\)  
B. \(j 1 \, \text{A}\)  
C. \(0 \, \text{A}\)  
D. \(20 \, \text{A}\)",A,"V1 V N1 N0 20∠0°; ω=(10^3)rad/s
L1 L N1 N2 20mH
R1 R N2 N0 1Ω
C1 C N2 N0 50μF
Labels:
I I N2 N0; current through R1","* circuit generated from schema
V1 N1 0 SIN(0 20 159.1549431 0 0 0)
L1 N1 N2 20mH
R1 N2 0 1
C1 N2 0 50uF
.end"
1308,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F1915CF4490>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.  
Question: If \(V_A - V_B = 6V\), then \(V_C - V_D\) is  
**Choices:**  
A. -5V  
B. 2V  
C. 3V  
D. 6V",A,"V1 V N1 N2 5V
V2 V N8 N7 10V
I1 I N2 N3 2A
R1 R N1 N4 R
R2 R N4 N5 R
R3 R N5 N1 R
R4 R N5 N2 R
R5 R N5 N6 2Ω
R6 R N6 N3 R
R7 R N6 N7 R
R8 R N7 N3 R
R9 R N3 N8 R
R10 R N2 N3 1Ω
Labels:
VA V N5 0
VB V N6 0
VB V N2 0
VD V N3 0","* circuit generated from schema
V1 N1 N2 DC 5
V2 N8 N7 DC 10
I1 N2 N3 DC 2
R1 N1 N4 1k
R2 N4 N5 1k
R3 N5 N1 1k
R4 N5 N2 1k
R5 N5 N6 2
R6 N6 N3 1k
R7 N6 N7 1k
R8 N7 N3 1k
R9 N3 N8 1k
R10 N2 N3 1
VREF N2 0 DC 0
.end"
1309,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F1915CF44F0>,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: In the circuit shown in figure, when a sine wave signal is applied to the input, the output waveform exhibits the following distortion. How should the circuit be adjusted to eliminate the distortion?
Choices 
A. Increase resistor \( R_{b1} \)  
B. Increase resistor \( R_{b2} \)  
C. Increase resistor \( R_{c} \)  
D. Use a transistor with a smaller amplification factor
",B,"VT PNP NC NB NE NA; NC collector, NB base, NE emitter
-VCC V NVCC 0 NA
Rb1 R NVCC NB NA
Rb2 R NB 0 NA
Rc R NVCC NC NA
Re R NE 0 NA
C1 C Ni NB NA
C2 C NC No NA
RL R No 0 NA
Labels:
ui V Ni 0
uo V No 0
x axis: ωt, y axis: uo, curve: sinusoidal with negative peaks clipped","* circuit generated from schema
VCC NVCC 0 DC -12
VUI Ni 0 SIN(0 0.1 1k)
RB1 NVCC NB 220k
RB2 NB 0 47k
RC NVCC NC 4.7k
RE NE 0 1k
C1 Ni NB 10u
C2 NC No 10u
RL No 0 10k
QVT NC NB NE QPNP
.model QPNP PNP(Is=1e-14 Bf=100 Vaf=100 Cje=10p Cjc=5p Tf=0.1n Tr=10n)
.end"
1310,<PIL.PngImagePlugin.PngImageFile image mode=RGB size=384x384 at 0x7F1915CF4550>,"Hint: Please answer the question requiring an integer and the final value, e.g., 1, 2, 3, at the end.  
Question: The output voltage of a buck converter circuit is a function of the input voltage and the duty cycle of the switching signal, represented by the variable D (ranging in value from 0% to 100%), where \( D = \frac{t_{on}}{t_{on} + t_{off}} \). Based on this mathematical relationship, calculate the output voltage of this converter circuit at a duty cycle D=50% , assuming an input voltage of 40 volts. The output voltage is ______V.",20.0,"V_in V N1 N0 NA
S1 SW N1 N2 NA
D1 D 0 N2 NA
L1 L N2 N3 NA; core-type inductor
C1 C N3 N0 NA
Labels:
V_out V N3 N0; V_out=D*V_in","* circuit generated from schema

.param VIN=12 D=0.5 PER=20u VSW_HIGH=5 LVAL=100u CVAL=100u RONsw=1m ROFFsw=1Meg VTHsw=2 VHsw=0.1

Vin N1 0 DC {VIN}
Vgate NGATE 0 PULSE(0 {VSW_HIGH} 0 1n 1n {D*PER} {PER})

S1 N1 N2 NGATE 0 SWMOD
.model SWMOD SW VT={VTHsw} VH={VHsw} RON={RONsw} ROFF={ROFFsw}

D1 0 N2 DSW
.model DSW D(Is=1e-14 N=1 Rs=0.1 Cjo=2p Vj=0.7 M=0.33 TT=100n)

L1 N2 N3 {LVAL}
C1 N3 0 {CVAL}

.end"
