index,schema,problem,solution,netlist
169,"*SPICE Netlist for circuit 169
R1 1 3 1k
M1 1 2 3 3 NMOS W=1u L=1u
R2 1 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(3) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 3?
A. -5 V
B. 2.5 V
C. 5 V
D. 0 V",D,"*SPICE Netlist for circuit 169
R1 1 3 1k
M1 1 2 3 3 NMOS W=1u L=1u
R2 1 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(3) V(VDD)
.END"
16,"*SPICE Netlist for circuit 16
M1 1 2 0 0 NMOS W=1u L=1u
V1 2 0 5V
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) I(V1)
.END","In the given SPICE netlist, what is the DC voltage at node 1?
A. 0 V
B. 2.5 V
C. -5 V
D. 5 V",A,"*SPICE Netlist for circuit 16
M1 1 2 0 0 NMOS W=1u L=1u
V1 2 0 5V
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) I(V1)
.END"
520,"*SPICE Netlist for circuit 520
M1 1 2 0 0 NMOS W=1u L=1u
R1 0 2 1k
M2 2 1 VDD VDD PMOS W=1u L=1u
R2 1 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)
.MODEL PMOS PMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 2?
A. 0 V
B. -5 V
C. 2.5 V
D. 5 V",A,"*SPICE Netlist for circuit 520
M1 1 2 0 0 NMOS W=1u L=1u
R1 0 2 1k
M2 2 1 VDD VDD PMOS W=1u L=1u
R2 1 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)
.MODEL PMOS PMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(VDD)
.END"
613,"*SPICE Netlist for circuit 613
C1 4 2 1nF
C2 2 1 1nF
M1 1 2 0 0 NMOS W=1u L=1u
M2 1 2 VDD VDD PMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)
.MODEL PMOS PMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(4) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 1?
A. 0 V
B. 2.5 V
C. 5 V
D. -5 V",A,"*SPICE Netlist for circuit 613
C1 4 2 1nF
C2 2 1 1nF
M1 1 2 0 0 NMOS W=1u L=1u
M2 1 2 VDD VDD PMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)
.MODEL PMOS PMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(4) V(VDD)
.END"
201,"*SPICE Netlist for circuit 201
I1 1 0 DC 1mA
M2 2 7 1 1 NMOS W=1u L=1u
M1 3 5 1 1 NMOS W=1u L=1u
R1 2 VDD 1k
R2 3 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(3) V(5) V(7) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 5?
A. -5 V
B. 0 V
C. 2.5 V
D. 5 V",B,"*SPICE Netlist for circuit 201
I1 1 0 DC 1mA
M2 2 7 1 1 NMOS W=1u L=1u
M1 3 5 1 1 NMOS W=1u L=1u
R1 2 VDD 1k
R2 3 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(3) V(5) V(7) V(VDD)
.END"
597,"*SPICE Netlist for circuit 597
M1 1 5 0 0 NMOS W=1u L=1u
M2 2 0 3 3 NMOS W=1u L=1u
V1 5 0 5V
R1 0 3 1k
R4 3 1 1k
R2 1 VDD 1k
R3 2 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(3) V(5) V(VDD) I(V1)
.END","In the given SPICE netlist, what is the DC voltage at node 3?
A. 5 V
B. 2.5 V
C. 0 V
D. -5 V",C,"*SPICE Netlist for circuit 597
M1 1 5 0 0 NMOS W=1u L=1u
M2 2 0 3 3 NMOS W=1u L=1u
V1 5 0 5V
R1 0 3 1k
R4 3 1 1k
R2 1 VDD 1k
R3 2 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(3) V(5) V(VDD) I(V1)
.END"
426,"*SPICE Netlist for circuit 426
C1 5 VDD 1nF
C2 4 VDD 1nF
I1 1 0 DC 1mA
M2 2 8 1 1 NMOS W=1u L=1u
M1 3 9 1 1 NMOS W=1u L=1u
R2 5 2 1k
M4 2 5 VDD VDD PMOS W=1u L=1u
R1 3 4 1k
M3 3 4 VDD VDD NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)
.MODEL PMOS PMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(3) V(4) V(5) V(8) V(9) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 9?
A. 0 V
B. 2.5 V
C. 5 V
D. -5 V",A,"*SPICE Netlist for circuit 426
C1 5 VDD 1nF
C2 4 VDD 1nF
I1 1 0 DC 1mA
M2 2 8 1 1 NMOS W=1u L=1u
M1 3 9 1 1 NMOS W=1u L=1u
R2 5 2 1k
M4 2 5 VDD VDD PMOS W=1u L=1u
R1 3 4 1k
M3 3 4 VDD VDD NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)
.MODEL PMOS PMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(3) V(4) V(5) V(8) V(9) V(VDD)
.END"
404,"V1 V1 0 NA
RG R N1 N2 NA
CGS C N2 N3 NA
CGD C N2 N4 NA
RS R N3 0 NA
I1 I N4 N3 NA
CL C N4 0 NA
RD R N5 0 NA","For the given SPICE netlist, what is the DC current through the voltage source V1?
A. 0.00 A
B. 0.50 mA
C. 1.00 mA
D. 5.00 mA",A,"MOSFET small-signal amplifier equivalent

V1 V1 0 DC 5
RG R N1 N2 1k
CGS C N2 N3 1n
CGD C N2 N4 1n
RS R N3 0 1k
I1 I N4 N3 DC 1m
CL C N4 0 1n
RD R N5 0 1k

VDD VDD 0 DC 5

.op
.end"
800,"*SPICE Netlist for circuit 800
M1 1 3 0 0 NMOS W=1u L=1u
R1 1 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 3?
A. 2.5 V
B. -5 V
C. 5 V
D. 0 V",D,"*SPICE Netlist for circuit 800
M1 1 3 0 0 NMOS W=1u L=1u
R1 1 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(VDD)
.END"
768,"*SPICE Netlist for circuit 768
M2 2 4 0 0 NMOS W=1u L=1u
M1 4 3 0 0 NMOS W=1u L=1u
M3 3 2 VDD VDD PMOS W=1u L=1u
M4 2 2 VDD VDD PMOS W=1u L=1u
R1 4 3 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)
.MODEL PMOS PMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(2) V(3) V(4) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 4?
A. -5 V
B. 0 V
C. 2.5 V
D. 5 V",B,"*SPICE Netlist for circuit 768
M2 2 4 0 0 NMOS W=1u L=1u
M1 4 3 0 0 NMOS W=1u L=1u
M3 3 2 VDD VDD PMOS W=1u L=1u
M4 2 2 VDD VDD PMOS W=1u L=1u
R1 4 3 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)
.MODEL PMOS PMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(2) V(3) V(4) V(VDD)
.END"
70,"*SPICE Netlist for circuit 70
M1 2 1 0 0 NMOS W=1u L=1u
R1 2 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 2?
A. 5 V
B. 2.5 V
C. -5 V
D. 0 V",D,"*SPICE Netlist for circuit 70
M1 2 1 0 0 NMOS W=1u L=1u
R1 2 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(VDD)
.END"
269,"*SPICE Netlist for circuit 269
I1 3 0 DC 1mA
I2 2 0 DC 1mA
M3 3 3 VDD VDD NMOS W=1u L=1u
M4 4 3 VDD VDD PMOS W=1u L=1u
M2 VDD 6 2 2 NMOS W=1u L=1u
M1 4 7 2 2 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)
.MODEL PMOS PMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(2) V(3) V(4) V(6) V(7) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 6?
A. -5 V
B. 2.5 V
C. 0 V
D. 5 V",C,"*SPICE Netlist for circuit 269
I1 3 0 DC 1mA
I2 2 0 DC 1mA
M3 3 3 VDD VDD NMOS W=1u L=1u
M4 4 3 VDD VDD PMOS W=1u L=1u
M2 VDD 6 2 2 NMOS W=1u L=1u
M1 4 7 2 2 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)
.MODEL PMOS PMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(2) V(3) V(4) V(6) V(7) V(VDD)
.END"
220,"*SPICE Netlist for circuit 220
I1 1 0 DC 1mA
M2 2 8 1 1 NMOS W=1u L=1u
M1 3 9 1 1 NMOS W=1u L=1u
M4 2 2 VDD VDD PMOS W=1u L=1u
M3 3 3 VDD VDD PMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)
.MODEL PMOS PMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(3) V(8) V(9) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 9?
A. 5 V
B. -5 V
C. 0 V
D. 2.5 V",C,"*SPICE Netlist for circuit 220
I1 1 0 DC 1mA
M2 2 8 1 1 NMOS W=1u L=1u
M1 3 9 1 1 NMOS W=1u L=1u
M4 2 2 VDD VDD PMOS W=1u L=1u
M3 3 3 VDD VDD PMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)
.MODEL PMOS PMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(3) V(8) V(9) V(VDD)
.END"
213,"*SPICE Netlist for circuit 213
R3 0 1 1k
M2 2 7 1 1 NMOS W=1u L=1u
M1 3 5 1 1 NMOS W=1u L=1u
R1 2 VDD 1k
R2 3 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(3) V(5) V(7) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 2?
A. 5 V
B. 2.5 V
C. 0 V
D. -5 V",C,"*SPICE Netlist for circuit 213
R3 0 1 1k
M2 2 7 1 1 NMOS W=1u L=1u
M1 3 5 1 1 NMOS W=1u L=1u
R1 2 VDD 1k
R2 3 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(3) V(5) V(7) V(VDD)
.END"
3,"*SPICE Netlist for circuit 3
M1 2 1 0 0 NMOS W=1u L=1u
V1 2 0 5V
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) I(V1)
.END","In the given SPICE netlist, what is the DC voltage at node 1?
A. 5 V
B. 2.5 V
C. 0 V
D. -5 V",C,"*SPICE Netlist for circuit 3
M1 2 1 0 0 NMOS W=1u L=1u
V1 2 0 5V
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) I(V1)
.END"
325,"*SPICE Netlist for circuit 325
M1 1 1 0 0 NMOS W=1u L=1u
R1 0 3 1k
M2 4 1 3 3 NMOS W=1u L=1u
R2 1 VDD 1k
R3 4 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(4) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 3?
A. 5 V
B. 2.5 V
C. 0 V
D. -5 V",C,"*SPICE Netlist for circuit 325
M1 1 1 0 0 NMOS W=1u L=1u
R1 0 3 1k
M2 4 1 3 3 NMOS W=1u L=1u
R2 1 VDD 1k
R3 4 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(4) V(VDD)
.END"
476,"*SPICE Netlist for circuit 476
M2 5 4 0 0 NMOS W=1u L=1u
M1 2 1 5 5 NMOS W=1u L=1u
R1 2 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(4) V(5) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 4?
A. 0 V
B. -5 V
C. 2.5 V
D. 5 V",A,"*SPICE Netlist for circuit 476
M2 5 4 0 0 NMOS W=1u L=1u
M1 2 1 5 5 NMOS W=1u L=1u
R1 2 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(4) V(5) V(VDD)
.END"
157,"*SPICE Netlist for circuit 157
M2 6 2 0 0 NMOS W=1u L=1u
M1 3 1 6 6 NMOS W=1u L=1u
M3 3 5 VDD VDD PMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)
.MODEL PMOS PMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(3) V(5) V(6) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 3?
A. 2.5 V
B. -5 V
C. 5 V
D. 0 V",D,"*SPICE Netlist for circuit 157
M2 6 2 0 0 NMOS W=1u L=1u
M1 3 1 6 6 NMOS W=1u L=1u
M3 3 5 VDD VDD PMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)
.MODEL PMOS PMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(3) V(5) V(6) V(VDD)
.END"
388,"*SPICE Netlist for circuit 388
C1 0 3 1nF
C2 4 1 1nF
M1 1 4 0 0 NMOS W=1u L=1u
R1 0 3 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(4)
.END","In the given SPICE netlist, what is the DC voltage at node 1?
A. 2.5 V
B. 5 V
C. 0 V
D. -5 V",C,"*SPICE Netlist for circuit 388
C1 0 3 1nF
C2 4 1 1nF
M1 1 4 0 0 NMOS W=1u L=1u
R1 0 3 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(4)
.END"
324,"*SPICE Netlist for circuit 324
M2 3 1 0 0 NMOS W=1u L=1u
R1 0 4 1k
M1 1 1 4 4 NMOS W=1u L=1u
R2 1 VDD 1k
R3 3 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(4) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 4?
A. 0 V
B. 2.5 V
C. -5 V
D. 5 V",A,"*SPICE Netlist for circuit 324
M2 3 1 0 0 NMOS W=1u L=1u
R1 0 4 1k
M1 1 1 4 4 NMOS W=1u L=1u
R2 1 VDD 1k
R3 3 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(4) V(VDD)
.END"
756,"*SPICE Netlist for circuit 756
C1 0 1 1nF
C2 0 2 1nF
C3 0 2 1nF
C4 2 1 1nF
R1 0 1 1k

.OP
.PRINT OP V(1) V(2)
.END","In the given SPICE netlist, what is the DC voltage at node 2?
A. 5 V
B. 0 V
C. -5 V
D. 2.5 V",B,"*SPICE Netlist for circuit 756
C1 0 1 1nF
C2 0 2 1nF
C3 0 2 1nF
C4 2 1 1nF
R1 0 1 1k

.OP
.PRINT OP V(1) V(2)
.END"
439,"*SPICE Netlist for circuit 439
M1 1 3 0 0 NMOS W=1u L=1u
R1 1 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 3?
A. -5 V
B. 0 V
C. 2.5 V
D. 5 V",B,"*SPICE Netlist for circuit 439
M1 1 3 0 0 NMOS W=1u L=1u
R1 1 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(VDD)
.END"
599,"M1 NMOS N1 0 N2 N2 NA
M2 NMOS 0 N3 0 0 NA
RD1 R VDD N1 NA
RD2 R VDD N4 NA
R1 R N2 N3 NA
R2 R N2 0 NA
CGS2 C N1 0 NA
Vt V N3 0 NA","For the given SPICE netlist, what is the DC current through the voltage source V1?
A. I(V1) = 0.000000e+00 A
B. I(V1) = 1.000000e-03 A
C. I(V1) = 5.000000e-03 A
D. I(V1) = 1.000000e-06 A",A,"MOSFET circuit netlist
M1 N1 N2 N2 N2 NMOS
M2 0 N3 0 0 NMOS
RD1 VDD N1 1k
RD2 VDD N4 1k
R1 N2 N3 1k
R2 N2 0 1k
CGS2 N1 0 1n
Vt N3 0 DC 5
VDD VDD 0 DC 5
.model NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)
.op
.end"
182,"*SPICE Netlist for circuit 182
C1 3 4 1nF
M1 4 1 3 3 NMOS W=1u L=1u
M2 3 2 0 0 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(3) V(4)
.END","In the given SPICE netlist, what is the DC voltage at node 1?
A. 0 V
B. 5 V
C. -5 V
D. 2.5 V",A,"*SPICE Netlist for circuit 182
C1 3 4 1nF
M1 4 1 3 3 NMOS W=1u L=1u
M2 3 2 0 0 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(3) V(4)
.END"
701,"*SPICE Netlist for circuit 701
C1 0 1 1nF
M1 1 6 0 0 NMOS W=1u L=1u
M2 3 3 VDD VDD PMOS W=1u L=1u
M3 1 3 VDD VDD PMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)
.MODEL PMOS PMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(6) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 3?
A. -5 V
B. 2.5 V
C. 0 V
D. 5 V",C,"*SPICE Netlist for circuit 701
C1 0 1 1nF
M1 1 6 0 0 NMOS W=1u L=1u
M2 3 3 VDD VDD PMOS W=1u L=1u
M3 1 3 VDD VDD PMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)
.MODEL PMOS PMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(6) V(VDD)
.END"
75,"*SPICE Netlist for circuit 75
M1 1 3 4 4 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(4)
.END","In the given SPICE netlist, what is the DC voltage at node 4?
A. -5 V
B. 5 V
C. 0 V
D. 2.5 V",C,"*SPICE Netlist for circuit 75
M1 1 3 4 4 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(4)
.END"
178,"*SPICE Netlist for circuit 178
M2 2 5 0 0 NMOS W=1u L=1u
M1 3 1 2 2 NMOS W=1u L=1u
M3 3 2 VDD VDD NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(3) V(5) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 2?
A. 5 V
B. 0 V
C. -5 V
D. 2.5 V",B,"*SPICE Netlist for circuit 178
M2 2 5 0 0 NMOS W=1u L=1u
M1 3 1 2 2 NMOS W=1u L=1u
M3 3 2 VDD VDD NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(3) V(5) V(VDD)
.END"
184,"*SPICE Netlist for circuit 184
R2 0 2 1k
R1 1 VDD 1k
M1 1 5 2 2 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(5) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 1?
A. 5 V
B. 2.5 V
C. -5 V
D. 0 V",D,"*SPICE Netlist for circuit 184
R2 0 2 1k
R1 1 VDD 1k
M1 1 5 2 2 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(5) V(VDD)
.END"
437,"*SPICE Netlist for circuit 437
M1 1 3 0 0 NMOS W=1u L=1u
R1 1 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 1?
A. 0 V
B. 2.5 V
C. -5 V
D. 5 V",A,"*SPICE Netlist for circuit 437
M1 1 3 0 0 NMOS W=1u L=1u
R1 1 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(VDD)
.END"
497,"*SPICE Netlist for circuit 497
M1 1 3 0 0 NMOS W=1u L=1u
R1 1 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 1?
A. 5 V
B. -5 V
C. 2.5 V
D. 0 V",D,"*SPICE Netlist for circuit 497
M1 1 3 0 0 NMOS W=1u L=1u
R1 1 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(3) V(VDD)
.END"
542,"*SPICE Netlist for circuit 542
C1 4 1nF
C2 0 4 1nF
M2 3 4 0 0 NMOS W=1u L=1u
M1 2 1 3 3 NMOS W=1u L=1u
R1 2 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(1nF) V(2) V(3) V(4) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 3?
A. 0 V
B. 5 V
C. -5 V
D. 2.5 V",A,"*SPICE Netlist for circuit 542
C1 4 1nF
C2 0 4 1nF
M2 3 4 0 0 NMOS W=1u L=1u
M1 2 1 3 3 NMOS W=1u L=1u
R1 2 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(1nF) V(2) V(3) V(4) V(VDD)
.END"
59,"*SPICE Netlist for circuit 59
M1 VDD VDD 1 1 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 1?
A. 2.5 V
B. -5 V
C. 5 V
D. 0 V",D,"*SPICE Netlist for circuit 59
M1 VDD VDD 1 1 NMOS W=1u L=1u
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(VDD)
.END"
194,"*SPICE Netlist for circuit 194
I1 1 0 DC 1mA
M2 5 2 1 1 NMOS W=1u L=1u
M1 6 3 1 1 NMOS W=1u L=1u
R2 6 VDD 1k
R1 5 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(3) V(5) V(6) V(VDD)
.END","In the given SPICE netlist, what is the DC voltage at node 2?
A. 5 V
B. 2.5 V
C. -5 V
D. 0 V",D,"*SPICE Netlist for circuit 194
I1 1 0 DC 1mA
M2 5 2 1 1 NMOS W=1u L=1u
M1 6 3 1 1 NMOS W=1u L=1u
R2 6 VDD 1k
R1 5 VDD 1k
.MODEL NMOS NMOS (LEVEL=1 VTO=1 KP=1.0e-4 LAMBDA=0.02)

.OP
.PRINT OP V(1) V(2) V(3) V(5) V(6) V(VDD)
.END"
